transaction_id,timestamp,amount,status,payment_mode,settlement_status,settlement_delay_mins
TXNE100425,2026-06-12 11:16:01,1932.81,SUCCESS,UPI,Settled,9
TXNE100380,2026-06-12 11:55:28,4258.31,SUCCESS,UPI,Settled,17
TXNE100344,2026-06-12 13:17:13,1774.5,SUCCESS,Wallet,Settled,11
TXNE100370,2026-06-12 15:39:22,2720.89,SUCCESS,UPI,Settled,4
TXNE100260,2026-06-12 16:29:34,994.85,SUCCESS,UPI,Settled,17
TXNE100406,2026-06-12 16:38:01,4793.95,SUCCESS,Wallet,Settled,3
TXNE100002,2026-06-12 17:36:13,2550.8,SUCCESS,Credit Card,Settled,11
TXNE100252,2026-06-12 18:29:34,1607.6,SUCCESS,UPI,Settled,4
TXNE100477,2026-06-12 19:26:41,4406.9,SUCCESS,UPI,Settled,8
TXNE100212,2026-06-12 20:04:18,4289.96,SUCCESS,UPI,Settled,1
TXNE100438,2026-06-12 20:11:07,2252.68,SUCCESS,Wallet,Settled,8
TXNE100211,2026-06-12 20:26:03,4476.79,SUCCESS,UPI,Settled,4
TXNE100356,2026-06-12 21:09:51,1053.59,SUCCESS,UPI,Settled,13
TXNE100354,2026-06-12 21:13:12,2626.17,SUCCESS,Wallet,Settled,10
TXNE100227,2026-06-12 21:13:35,2195.16,SUCCESS,UPI,Settled,10
TXNE100131,2026-06-12 22:02:39,1741.17,SUCCESS,UPI,Settled,11
TXNE100383,2026-06-12 23:32:15,2202.11,SUCCESS,Credit Card,Settled,12
TXNE100219,2026-06-12 23:46:29,1431.63,SUCCESS,UPI,Settled,5
TXNE100237,2026-06-13 04:52:56,2165.65,SUCCESS,Credit Card,Settled,2
TXNE100168,2026-06-13 05:07:00,4841.93,SUCCESS,Net Banking,Settled,16
TXNE100417,2026-06-13 07:40:50,3692.24,SUCCESS,Wallet,Settled,7
TXNE100376,2026-06-13 08:16:25,2820.68,SUCCESS,UPI,Settled,10
TXNE100378,2026-06-13 08:46:17,4964.32,SUCCESS,UPI,Settled,15
TXNE100155,2026-06-13 09:20:41,3815.44,SUCCESS,UPI,Settled,3
TXNE100007,2026-06-13 13:51:42,1169.66,SUCCESS,Net Banking,Settled,14
TXNE100178,2026-06-13 14:16:44,3859.53,SUCCESS,UPI,Settled,15
TXNE100361,2026-06-13 15:43:06,2958.67,SUCCESS,UPI,Settled,4
TXNE100111,2026-06-13 15:59:45,4303.4,SUCCESS,UPI,Settled,6
TXNE100097,2026-06-13 16:12:54,698.2,SUCCESS,UPI,Settled,11
TXNE100457,2026-06-13 18:11:40,4642.24,SUCCESS,UPI,Settled,7
TXNE100025,2026-06-13 18:34:11,787.48,SUCCESS,UPI,Settled,5
TXNE100269,2026-06-13 18:38:55,2138.15,SUCCESS,Credit Card,Settled,9
TXNE100057,2026-06-13 19:12:12,510.45,SUCCESS,UPI,Settled,13
TXNE100372,2026-06-13 21:03:08,1889.43,SUCCESS,Credit Card,Settled,5
TXNE100283,2026-06-14 00:24:45,861.63,SUCCESS,UPI,Settled,10
TXNE100244,2026-06-14 01:10:22,2420.72,SUCCESS,UPI,Settled,13
TXNE100014,2026-06-14 01:51:08,3861.25,SUCCESS,UPI,Settled,12
TXNE100166,2026-06-14 02:32:58,3885.33,SUCCESS,Net Banking,Settled,9
TXNE100343,2026-06-14 04:40:39,2649.58,SUCCESS,UPI,Settled,11
TXNE100052,2026-06-14 05:18:29,4794.7,SUCCESS,UPI,Settled,10
TXNE100423,2026-06-14 07:01:51,1332.0,SUCCESS,UPI,Settled,8
TXNE100485,2026-06-14 07:13:08,3625.39,SUCCESS,Wallet,Settled,8
TXNE100186,2026-06-14 09:52:56,4578.09,SUCCESS,Wallet,Settled,9
TXNE100286,2026-06-14 10:38:52,3636.09,SUCCESS,Net Banking,Settled,15
TXNE100402,2026-06-14 11:25:42,2142.47,SUCCESS,UPI,Settled,9
TXNE100264,2026-06-14 12:45:32,4807.56,SUCCESS,Credit Card,Settled,2
TXNE100481,2026-06-14 15:34:57,1055.3,SUCCESS,Credit Card,Settled,9
TXNE100060,2026-06-14 15:40:11,2338.11,SUCCESS,UPI,Settled,10
TXNE100275,2026-06-14 16:10:47,3427.98,SUCCESS,UPI,Settled,7
TXNE100230,2026-06-14 17:05:13,653.79,SUCCESS,Wallet,Settled,13
TXNE100081,2026-06-14 18:20:28,4659.71,SUCCESS,UPI,Settled,18
TXNE100203,2026-06-15 00:03:32,2403.62,SUCCESS,Net Banking,Settled,3
TXNE100497,2026-06-15 00:18:13,1058.89,SUCCESS,UPI,Settled,13
TXNE100210,2026-06-15 01:06:50,3216.09,SUCCESS,Debit Card,Settled,10
TXNE100324,2026-06-15 02:11:26,2061.99,SUCCESS,Credit Card,Settled,7
TXNE100114,2026-06-15 03:19:44,2189.89,SUCCESS,UPI,Settled,7
TXNE100171,2026-06-15 03:56:15,1783.66,SUCCESS,Wallet,Settled,1
TXNE100044,2026-06-15 04:09:50,4240.11,SUCCESS,Wallet,Settled,14
TXNE100492,2026-06-15 04:47:50,2755.23,SUCCESS,Wallet,Settled,12
TXNE100179,2026-06-15 06:14:10,4066.13,SUCCESS,UPI,Settled,5
TXNE100385,2026-06-15 06:59:20,1776.84,SUCCESS,UPI,Settled,9
TXNE100351,2026-06-15 07:42:22,619.69,SUCCESS,Net Banking,Settled,8
TXNE100011,2026-06-15 08:28:32,3815.29,SUCCESS,UPI,Settled,14
TXNE100298,2026-06-15 08:53:53,1288.94,SUCCESS,UPI,Settled,13
TXNE100338,2026-06-15 10:26:21,3360.81,SUCCESS,UPI,Settled,8
TXNE100444,2026-06-15 12:19:22,4606.2,SUCCESS,Credit Card,Settled,9
TXNE100005,2026-06-15 14:55:58,2096.13,SUCCESS,Wallet,Settled,5
TXNE100157,2026-06-15 18:19:56,3877.27,SUCCESS,UPI,Settled,9
TXNE100093,2026-06-15 20:34:36,4301.27,SUCCESS,UPI,Settled,5
TXNE100407,2026-06-15 20:36:48,4014.18,SUCCESS,UPI,Settled,4
TXNE100124,2026-06-15 22:27:08,587.87,SUCCESS,UPI,Settled,10
TXNE100499,2026-06-15 23:02:39,2627.06,SUCCESS,UPI,Settled,15
TXNE100012,2026-06-15 23:19:43,3844.68,SUCCESS,UPI,Settled,9
TXNE100197,2026-06-15 23:51:14,951.32,SUCCESS,Debit Card,Settled,11
TXNE100075,2026-06-15 23:58:09,957.47,SUCCESS,UPI,Settled,10
TXNE100256,2026-06-16 00:51:26,627.02,SUCCESS,Wallet,Settled,3
TXNE100092,2026-06-16 01:40:56,2776.39,SUCCESS,Credit Card,Settled,9
TXNE100136,2026-06-16 01:44:54,4428.21,SUCCESS,Net Banking,Settled,14
TXNE100080,2026-06-16 02:22:24,2427.24,SUCCESS,UPI,Settled,1
TXNE100282,2026-06-16 03:10:36,2321.78,SUCCESS,UPI,Settled,14
TXNE100188,2026-06-16 04:17:39,4506.6,SUCCESS,UPI,Settled,8
TXNE100285,2026-06-16 05:50:31,2103.35,SUCCESS,UPI,Settled,9
TXNE100358,2026-06-16 07:05:35,3076.3,SUCCESS,UPI,Settled,11
TXNE100300,2026-06-16 08:49:41,3535.37,SUCCESS,UPI,Settled,11
TXNE100189,2026-06-16 08:54:17,3610.81,SUCCESS,UPI,Settled,13
TXNE100069,2026-06-16 10:30:35,1305.43,SUCCESS,Credit Card,Settled,18
TXNE100033,2026-06-16 16:52:11,1661.65,SUCCESS,Net Banking,Settled,11
TXNE100231,2026-06-16 18:12:07,2751.56,SUCCESS,UPI,Settled,14
TXNE100418,2026-06-16 22:01:23,2535.7,SUCCESS,Wallet,Settled,15
TXNE100008,2026-06-16 22:05:37,4895.2,SUCCESS,Wallet,Settled,16
TXNE100474,2026-06-16 22:36:27,3992.0,SUCCESS,Net Banking,Settled,12
TXNE100295,2026-06-16 23:31:26,4228.02,SUCCESS,Credit Card,Settled,8
TXNE100464,2026-06-16 23:46:31,821.02,SUCCESS,Credit Card,Settled,3
TXNE100377,2026-06-17 00:07:51,4282.68,SUCCESS,UPI,Settled,8
TXNE100049,2026-06-17 00:40:41,4168.97,SUCCESS,Credit Card,Settled,17
TXNE100410,2026-06-17 01:56:08,2099.72,SUCCESS,Net Banking,Settled,13
TXNE100107,2026-06-17 02:40:22,2416.69,SUCCESS,UPI,Settled,7
TXNE100379,2026-06-17 02:41:47,762.44,SUCCESS,Debit Card,Settled,8
TXNE100239,2026-06-17 03:42:19,3457.54,SUCCESS,Debit Card,Settled,11
TXNE100174,2026-06-17 03:54:20,2761.87,SUCCESS,UPI,Settled,6
TXNE100206,2026-06-17 04:31:48,1747.83,SUCCESS,UPI,Settled,10
TXNE100430,2026-06-17 07:31:56,2045.54,SUCCESS,UPI,Settled,17
TXNE100085,2026-06-17 08:11:18,747.69,SUCCESS,Wallet,Settled,6
TXNE100348,2026-06-17 08:18:59,2818.72,SUCCESS,UPI,Settled,10
TXNE100112,2026-06-17 08:26:45,4564.49,SUCCESS,UPI,Settled,7
TXNE100328,2026-06-17 08:52:30,1328.46,SUCCESS,UPI,Settled,10
TXNE100467,2026-06-17 09:05:24,3339.0,SUCCESS,UPI,Settled,13
TXNE100213,2026-06-17 09:06:14,4548.96,SUCCESS,UPI,Settled,9
TXNE100220,2026-06-17 09:40:50,1276.6,SUCCESS,UPI,Settled,10
TXNE100422,2026-06-17 10:08:04,2143.82,SUCCESS,UPI,Settled,4
TXNE100177,2026-06-17 10:13:11,3303.22,SUCCESS,UPI,Settled,12
TXNE100304,2026-06-17 11:16:16,2822.85,SUCCESS,UPI,Settled,14
TXNE100475,2026-06-17 12:51:21,1513.08,SUCCESS,UPI,Settled,4
TXNE100330,2026-06-17 13:53:29,1404.67,SUCCESS,Net Banking,Settled,18
TXNE100309,2026-06-17 13:56:43,837.67,SUCCESS,UPI,Settled,7
TXNE100113,2026-06-17 14:03:21,3160.89,SUCCESS,Wallet,Settled,10
TXNE100122,2026-06-17 15:28:35,1102.67,SUCCESS,UPI,Settled,5
TXNE100352,2026-06-17 17:11:04,1330.31,SUCCESS,Credit Card,Settled,11
TXNE100273,2026-06-17 17:43:13,1086.59,SUCCESS,UPI,Settled,10
TXNE100339,2026-06-17 18:49:05,4411.45,SUCCESS,UPI,Settled,10
TXNE100388,2026-06-17 22:19:41,1697.85,SUCCESS,Credit Card,Settled,10
TXNE100193,2026-06-18 04:08:23,4897.27,SUCCESS,UPI,Settled,7
TXNE100027,2026-06-18 06:12:37,3183.59,SUCCESS,UPI,Settled,7
TXNE100345,2026-06-18 06:36:15,1450.73,SUCCESS,UPI,Settled,11
TXNE100271,2026-06-18 07:06:26,991.63,SUCCESS,UPI,Settled,9
TXNE100342,2026-06-18 07:36:02,2881.94,SUCCESS,UPI,Settled,10
TXNE100026,2026-06-18 07:45:01,2841.23,SUCCESS,Wallet,Settled,10
TXNE100065,2026-06-18 09:24:19,3620.94,SUCCESS,UPI,Settled,19
TXNE100164,2026-06-18 12:58:31,3702.07,SUCCESS,Wallet,Settled,14
TXNE100053,2026-06-18 14:50:05,4438.18,SUCCESS,Credit Card,Settled,13
TXNE100291,2026-06-18 15:27:46,823.46,SUCCESS,UPI,Settled,12
TXNE100360,2026-06-18 15:30:04,3918.58,SUCCESS,UPI,Settled,8
TXNE100268,2026-06-18 16:23:18,3124.91,SUCCESS,UPI,Settled,2
TXNE100498,2026-06-18 17:00:19,4595.83,SUCCESS,UPI,Settled,15
TXNE100292,2026-06-18 17:05:32,4785.89,SUCCESS,UPI,Settled,16
TXNE100015,2026-06-18 17:14:35,1950.09,SUCCESS,Net Banking,Settled,14
TXNE100202,2026-06-18 17:25:37,4045.63,SUCCESS,UPI,Settled,6
TXNE100368,2026-06-18 17:29:24,2747.42,SUCCESS,Wallet,Settled,9
TXNE100132,2026-06-18 17:46:45,1567.79,SUCCESS,UPI,Settled,14
TXNE100071,2026-06-18 17:57:58,3574.68,SUCCESS,Wallet,Settled,11
TXNE100133,2026-06-18 18:35:17,862.53,SUCCESS,UPI,Settled,9
TXNE100126,2026-06-18 19:06:20,4539.08,FAILURE,UPI,N/A,0
TXNE100119,2026-06-18 19:40:21,3924.75,SUCCESS,UPI,Settled,9
TXNE100233,2026-06-18 20:20:30,2747.36,SUCCESS,Credit Card,Settled,5
TXNE100419,2026-06-18 20:45:57,4066.47,SUCCESS,UPI,Settled,11
TXNE100153,2026-06-18 21:07:49,1138.52,SUCCESS,Wallet,Settled,15
TXNE100493,2026-06-18 21:09:27,1474.04,SUCCESS,Wallet,Settled,12
TXNE100381,2026-06-18 21:12:24,4251.53,SUCCESS,UPI,Settled,13
TXNE100176,2026-06-18 21:17:07,3257.53,SUCCESS,UPI,Settled,6
TXNE100261,2026-06-18 22:16:26,2547.59,SUCCESS,Wallet,Settled,8
TXNE100412,2026-06-18 23:16:00,784.13,SUCCESS,Wallet,Settled,10
TXNE100185,2026-06-19 00:24:10,4468.98,SUCCESS,Wallet,Settled,5
TXNE100401,2026-06-19 00:49:37,3822.79,SUCCESS,UPI,Settled,16
TXNE100216,2026-06-19 00:51:25,4169.02,SUCCESS,UPI,Settled,11
TXNE100398,2026-06-19 01:08:36,1112.18,SUCCESS,UPI,Settled,9
TXNE100320,2026-06-19 01:53:57,2470.8,SUCCESS,UPI,Settled,10
TXNE100087,2026-06-19 02:16:59,2148.66,SUCCESS,Credit Card,Settled,9
TXNE100224,2026-06-19 02:38:39,3785.0,SUCCESS,Net Banking,Settled,12
TXNE100487,2026-06-19 02:44:07,1513.22,SUCCESS,UPI,Settled,20
TXNE100392,2026-06-19 02:47:24,1523.47,SUCCESS,UPI,Settled,16
TXNE100062,2026-06-19 03:07:59,4832.0,SUCCESS,Credit Card,Settled,8
TXNE100322,2026-06-19 03:41:27,3591.17,SUCCESS,UPI,Settled,8
TXNE100262,2026-06-19 03:52:28,3422.05,SUCCESS,UPI,Settled,8
TXNE100390,2026-06-19 04:07:59,1783.32,SUCCESS,Wallet,Settled,7
TXNE100259,2026-06-19 04:45:50,3166.0,SUCCESS,UPI,Settled,18
TXNE100476,2026-06-19 06:09:11,2256.53,SUCCESS,Wallet,Settled,7
TXNE100495,2026-06-19 06:09:41,2947.85,SUCCESS,Wallet,Settled,15
TXNE100183,2026-06-19 06:28:56,3422.17,SUCCESS,UPI,Settled,11
TXNE100068,2026-06-19 07:11:54,2400.75,SUCCESS,UPI,Settled,11
TXNE100128,2026-06-19 07:16:52,3931.85,SUCCESS,UPI,Settled,6
TXNE100371,2026-06-19 07:27:35,3300.23,SUCCESS,UPI,Settled,15
TXNE100384,2026-06-19 07:37:50,714.48,SUCCESS,Credit Card,Settled,10
TXNE100254,2026-06-19 08:00:49,1379.23,SUCCESS,Wallet,Settled,10
TXNE100045,2026-06-19 08:01:27,2363.83,SUCCESS,UPI,Settled,10
TXNE100462,2026-06-19 09:23:20,3479.25,SUCCESS,Debit Card,Settled,8
TXNE100051,2026-06-19 10:19:56,4859.37,SUCCESS,UPI,Settled,15
TXNE100135,2026-06-19 10:26:55,3541.88,SUCCESS,Credit Card,Settled,4
TXNE100480,2026-06-19 10:50:25,1452.33,SUCCESS,UPI,Settled,14
TXNE100247,2026-06-19 11:33:23,1147.36,SUCCESS,Debit Card,Settled,14
TXNE100491,2026-06-19 12:03:36,3318.42,SUCCESS,Net Banking,Settled,10
TXNE100353,2026-06-19 12:24:24,3203.65,SUCCESS,UPI,Settled,12
TXNE100059,2026-06-19 12:42:14,4332.8,SUCCESS,UPI,Settled,14
TXNE100209,2026-06-19 12:45:34,983.84,SUCCESS,Wallet,Settled,8
TXNE100048,2026-06-19 15:04:04,2313.96,SUCCESS,Net Banking,Settled,15
TXNE100387,2026-06-19 16:06:26,3679.12,SUCCESS,UPI,Settled,6
TXNE100316,2026-06-19 16:12:17,974.06,SUCCESS,UPI,Settled,9
TXNE100170,2026-06-19 16:23:50,3702.15,SUCCESS,UPI,Settled,13
TXNE100303,2026-06-19 17:53:44,810.73,SUCCESS,UPI,Settled,8
TXNE100180,2026-06-19 20:01:21,1787.78,SUCCESS,Credit Card,Settled,8
TXNE100010,2026-06-19 20:05:32,2881.64,SUCCESS,UPI,Settled,8
TXNE100314,2026-06-19 20:17:20,2582.34,SUCCESS,UPI,Settled,10
TXNE100396,2026-06-19 21:45:44,4276.9,SUCCESS,Net Banking,Settled,1
TXNE100013,2026-06-19 22:18:38,4110.01,SUCCESS,Wallet,Settled,8
TXNE100473,2026-06-19 22:38:37,4331.51,SUCCESS,UPI,Settled,3
TXNE100440,2026-06-20 02:27:17,1249.03,SUCCESS,Net Banking,Settled,4
TXNE100028,2026-06-20 04:04:41,821.41,SUCCESS,UPI,Settled,11
TXNE100332,2026-06-20 04:22:43,4764.2,SUCCESS,UPI,Settled,11
TXNE100494,2026-06-20 04:54:51,4898.92,SUCCESS,UPI,Settled,8
TXNE100463,2026-06-20 08:33:04,4817.75,SUCCESS,UPI,Settled,6
TXNE100182,2026-06-20 08:51:24,2183.54,SUCCESS,UPI,Settled,13
TXNE100403,2026-06-20 10:22:34,1578.03,SUCCESS,Wallet,Settled,8
TXNE100232,2026-06-20 10:54:50,721.4,SUCCESS,Wallet,Settled,7
TXNE100287,2026-06-20 10:55:33,3609.97,SUCCESS,Wallet,Settled,11
TXNE100458,2026-06-20 12:37:59,2715.52,SUCCESS,UPI,Settled,14
TXNE100327,2026-06-20 13:08:19,1330.02,SUCCESS,UPI,Settled,14
TXNE100146,2026-06-20 13:16:15,2627.83,SUCCESS,UPI,Settled,7
TXNE100001,2026-06-20 13:37:35,960.82,SUCCESS,UPI,Settled,8
TXNE100181,2026-06-20 13:59:42,2961.75,SUCCESS,Wallet,Settled,13
TXNE100150,2026-06-20 14:21:52,2009.67,SUCCESS,UPI,Settled,14
TXNE100070,2026-06-20 15:05:46,4462.91,SUCCESS,Wallet,Settled,8
TXNE100405,2026-06-20 15:13:39,4307.91,SUCCESS,Wallet,Settled,12
TXNE100043,2026-06-20 16:02:36,3875.47,SUCCESS,UPI,Settled,7
TXNE100248,2026-06-20 16:11:32,4397.44,SUCCESS,Net Banking,Settled,13
TXNE100083,2026-06-20 17:00:52,3802.07,SUCCESS,Wallet,Settled,12
TXNE100270,2026-06-20 17:03:37,601.5,SUCCESS,UPI,Settled,10
TXNE100035,2026-06-20 19:03:08,1279.32,SUCCESS,UPI,Settled,3
TXNE100315,2026-06-20 19:12:39,713.29,SUCCESS,UPI,Settled,11
TXNE100024,2026-06-20 20:51:00,4121.0,SUCCESS,UPI,Settled,14
TXNE100429,2026-06-20 21:48:03,4328.1,SUCCESS,UPI,Settled,15
TXNE100336,2026-06-20 22:51:58,4486.85,SUCCESS,Debit Card,Settled,12
TXNE100301,2026-06-20 23:08:56,1090.17,SUCCESS,UPI,Settled,8
TXNE100333,2026-06-20 23:28:50,3985.65,SUCCESS,UPI,Settled,3
TXNE100030,2026-06-21 00:08:03,2461.16,SUCCESS,UPI,Settled,9
TXNE100488,2026-06-21 01:23:50,3306.33,SUCCESS,UPI,Settled,14
TXNE100223,2026-06-21 02:10:14,3632.29,SUCCESS,Wallet,Settled,12
TXNE100063,2026-06-21 02:25:12,821.1,SUCCESS,Credit Card,Settled,3
TXNE100236,2026-06-21 03:19:44,4415.97,SUCCESS,Wallet,Settled,8
TXNE100459,2026-06-21 04:05:41,4464.15,SUCCESS,Wallet,Settled,10
TXNE100350,2026-06-21 04:18:43,4404.86,SUCCESS,UPI,Settled,14
TXNE100334,2026-06-21 04:54:38,1226.88,SUCCESS,UPI,Settled,15
TXNE100408,2026-06-21 05:13:41,4113.22,SUCCESS,UPI,Settled,11
TXNE100191,2026-06-21 06:37:59,1439.89,SUCCESS,UPI,Settled,15
TXNE100450,2026-06-21 07:10:39,2274.82,SUCCESS,Wallet,Settled,9
TXNE100042,2026-06-21 08:07:23,4149.63,SUCCESS,Debit Card,Settled,8
TXNE100386,2026-06-21 08:19:17,932.35,SUCCESS,UPI,Settled,8
TXNE100214,2026-06-21 09:28:50,3029.4,SUCCESS,UPI,Settled,9
TXNE100154,2026-06-21 09:59:59,2787.06,SUCCESS,Credit Card,Settled,12
TXNE100078,2026-06-21 10:05:43,2750.48,SUCCESS,Credit Card,Settled,10
