Date,Transaction_ID,Payer_UPI,Amount,Status,Payment_Mode
2026-06-08 23:34:36,PAYTMP100025,payer959@okaxis,26.76,Success,UPI
2026-06-09 00:46:33,PAYTMP100078,payer672@okaxis,39.97,Success,UPI
2026-06-09 07:04:55,PAYTMP100103,payer412@okaxis,33.0,Failed,UPI
2026-06-11 01:33:03,PAYTMP100143,payer201@okaxis,33.29,Success,Wallet
2026-06-11 03:23:46,PAYTMP100020,payer871@okaxis,14.88,Success,UPI
2026-06-11 07:58:29,PAYTMP100132,payer141@okaxis,14.49,Failed,Credit Card
2026-06-11 08:07:06,PAYTMP100029,payer390@okaxis,14.8,Success,UPI
2026-06-11 11:17:01,PAYTMP100126,payer468@okaxis,13.19,Success,Net Banking
2026-06-11 16:47:27,PAYTMP100130,payer479@okaxis,7.32,Failed,UPI
2026-06-11 21:52:53,PAYTMP100019,payer326@okaxis,34.92,Success,UPI
2026-06-11 23:57:14,PAYTMP100032,payer141@okaxis,57.02,Success,UPI
2026-06-12 12:28:11,PAYTMP100018,payer936@okaxis,21.25,Failed,Wallet
2026-06-12 22:45:11,PAYTMP100004,payer802@okaxis,34.45,Success,UPI
2026-06-12 23:38:05,PAYTMP100007,payer432@okaxis,57.55,Success,UPI
2026-06-13 00:04:05,PAYTMP100089,payer213@okaxis,52.47,Failed,UPI
2026-06-13 02:54:04,PAYTMP100009,payer377@okaxis,41.19,Failed,Net Banking
2026-06-13 14:49:10,PAYTMP100104,payer249@okaxis,24.04,Success,UPI
2026-06-13 22:45:42,PAYTMP100131,payer394@okaxis,15.42,Success,UPI
2026-06-14 04:03:46,PAYTMP100017,payer506@okaxis,46.31,Success,UPI
2026-06-14 21:40:46,PAYTMP100074,payer366@okaxis,37.69,Success,UPI
2026-06-14 23:48:33,PAYTMP100135,payer344@okaxis,49.37,Success,Wallet
2026-06-15 00:00:23,PAYTMP100127,payer976@okaxis,33.92,Success,Wallet
2026-06-15 11:39:55,PAYTMP100141,payer411@okaxis,6.99,Success,UPI
2026-06-15 19:14:12,PAYTMP100064,payer566@okaxis,38.33,Success,UPI
2026-06-16 16:24:43,PAYTMP100145,payer763@okaxis,47.94,Success,Credit Card
2026-06-17 09:20:59,PAYTMP100011,payer709@okaxis,37.7,Success,UPI
2026-06-17 15:52:23,PAYTMP100123,payer672@okaxis,24.3,Success,Wallet
2026-06-17 23:59:55,PAYTMP100146,payer207@okaxis,56.77,Success,UPI
2026-06-18 03:19:06,PAYTMP100044,payer906@okaxis,19.11,Failed,UPI
2026-06-18 03:58:30,PAYTMP100086,payer650@okaxis,17.34,Success,UPI
2026-06-18 10:09:30,PAYTMP100101,payer567@okaxis,50.45,Success,Wallet
2026-06-18 17:52:46,PAYTMP100055,payer216@okaxis,39.56,Success,UPI
2026-06-19 05:06:41,PAYTMP100027,payer993@okaxis,12.91,Success,UPI
2026-06-19 06:11:54,PAYTMP100107,payer203@okaxis,36.37,Success,UPI
2026-06-19 19:45:24,PAYTMP100071,payer910@okaxis,22.48,Success,UPI
2026-06-20 04:18:09,PAYTMP100100,payer838@okaxis,5.3,Failed,UPI
2026-06-20 14:59:48,PAYTMP100077,payer401@okaxis,40.65,Success,Wallet
2026-06-21 14:40:51,PAYTMP100079,payer543@okaxis,9.39,Success,UPI
2026-06-22 15:54:11,PAYTMP100125,payer216@okaxis,37.51,Success,UPI
2026-06-23 10:19:25,PAYTMP100128,payer878@okaxis,11.35,Success,Wallet
