Date,Transaction_ID,Payer_UPI,Amount,Status,Payment_Mode
2026-05-31 00:23:21,PAYTMG100092,payer515@okaxis,274.96,Success,Credit Card
2026-05-31 00:52:20,PAYTMG100134,payer441@okaxis,469.97,Success,UPI
2026-05-31 07:31:02,PAYTMG100212,payer403@okaxis,283.74,Success,UPI
2026-05-31 10:47:59,PAYTMG100031,payer723@okaxis,237.35,Success,UPI
2026-05-31 12:39:48,PAYTMG100198,payer953@okaxis,498.92,Success,UPI
2026-05-31 16:06:39,PAYTMG100188,payer818@okaxis,380.23,Success,UPI
2026-05-31 16:26:42,PAYTMG100014,payer988@okaxis,409.86,Success,Wallet
2026-05-31 21:19:09,PAYTMG100269,payer126@okaxis,346.41,Success,UPI
2026-05-31 21:28:59,PAYTMG100160,payer862@okaxis,392.22,Success,Debit Card
2026-05-31 21:58:28,PAYTMG100271,payer980@okaxis,341.91,Success,UPI
2026-05-31 23:31:53,PAYTMG100085,payer985@okaxis,459.46,Success,UPI
2026-06-01 04:39:09,PAYTMG100241,payer515@okaxis,331.84,Success,UPI
2026-06-01 07:44:31,PAYTMG100043,payer815@okaxis,273.77,Success,UPI
2026-06-01 08:26:14,PAYTMG100280,payer364@okaxis,452.79,Success,Wallet
2026-06-01 09:57:59,PAYTMG100276,payer828@okaxis,309.22,Success,Wallet
2026-06-01 12:35:15,PAYTMG100231,payer955@okaxis,287.5,Success,UPI
2026-06-01 13:35:04,PAYTMG100001,payer159@okaxis,335.34,Success,UPI
2026-06-01 14:26:54,PAYTMG100087,payer277@okaxis,434.63,Success,UPI
2026-06-01 14:53:26,PAYTMG100139,payer274@okaxis,435.81,Success,UPI
2026-06-01 15:45:38,PAYTMG100185,payer715@okaxis,362.74,Success,UPI
2026-06-01 16:00:53,PAYTMG100088,payer922@okaxis,297.37,Success,UPI
2026-06-01 19:33:02,PAYTMG100222,payer413@okaxis,273.03,Success,UPI
2026-06-01 19:40:17,PAYTMG100147,payer420@okaxis,216.39,Success,Debit Card
2026-06-01 22:03:33,PAYTMG100282,payer345@okaxis,413.77,Success,Credit Card
2026-06-02 03:04:18,PAYTMG100102,payer477@okaxis,464.83,Success,UPI
2026-06-02 03:10:33,PAYTMG100070,payer978@okaxis,318.18,Success,UPI
2026-06-02 03:32:15,PAYTMG100012,payer551@okaxis,463.6,Success,Debit Card
2026-06-02 05:02:54,PAYTMG100096,payer438@okaxis,340.36,Success,UPI
2026-06-02 13:31:13,PAYTMG100083,payer388@okaxis,307.33,Success,UPI
2026-06-02 16:17:56,PAYTMG100206,payer509@okaxis,408.91,Success,UPI
2026-06-02 20:03:59,PAYTMG100024,payer669@okaxis,469.76,Success,Net Banking
2026-06-02 21:39:27,PAYTMG100297,payer658@okaxis,232.84,Success,UPI
2026-06-02 21:47:24,PAYTMG100258,payer959@okaxis,202.66,Success,UPI
2026-06-03 01:50:56,PAYTMG100178,payer427@okaxis,420.89,Success,UPI
2026-06-03 03:03:38,PAYTMG100026,payer611@okaxis,453.87,Success,UPI
2026-06-03 03:11:17,PAYTMG100239,payer243@okaxis,407.89,Success,Net Banking
2026-06-03 03:25:30,PAYTMG100063,payer721@okaxis,474.18,Success,UPI
2026-06-03 04:42:09,PAYTMG100133,payer229@okaxis,383.8,Success,UPI
2026-06-03 10:34:18,PAYTMG100056,payer365@okaxis,407.07,Success,UPI
2026-06-03 16:27:38,PAYTMG100033,payer234@okaxis,434.63,Success,UPI
2026-06-03 20:03:44,PAYTMG100046,payer523@okaxis,340.17,Success,UPI
2026-06-03 20:47:39,PAYTMG100058,payer580@okaxis,372.12,Success,UPI
2026-06-04 03:03:12,PAYTMG100044,payer731@okaxis,475.42,Success,UPI
2026-06-04 03:30:24,PAYTMG100172,payer598@okaxis,489.38,Success,Net Banking
2026-06-04 04:41:33,PAYTMG100130,payer557@okaxis,257.21,Success,UPI
2026-06-04 05:11:04,PAYTMG100140,payer808@okaxis,469.51,Success,UPI
2026-06-04 06:56:16,PAYTMG100254,payer286@okaxis,496.94,Success,Wallet
2026-06-04 15:43:40,PAYTMG100287,payer682@okaxis,292.99,Success,Net Banking
2026-06-04 18:08:27,PAYTMG100054,payer653@okaxis,298.68,Success,UPI
2026-06-04 20:09:05,PAYTMG100106,payer817@okaxis,348.76,Success,UPI
2026-06-04 23:28:23,PAYTMG100069,payer117@okaxis,331.94,Success,UPI
2026-06-05 02:24:18,PAYTMG100079,payer336@okaxis,344.66,Success,UPI
2026-06-05 05:08:44,PAYTMG100107,payer182@okaxis,447.66,Success,UPI
2026-06-05 06:55:36,PAYTMG100197,payer938@okaxis,364.38,Failed,Credit Card
2026-06-05 07:42:03,PAYTMG100218,payer801@okaxis,330.34,Success,UPI
2026-06-05 14:58:48,PAYTMG100081,payer955@okaxis,316.93,Success,UPI
2026-06-05 18:38:22,PAYTMG100170,payer560@okaxis,308.31,Success,Wallet
2026-06-05 20:42:59,PAYTMG100103,payer170@okaxis,269.51,Success,UPI
2026-06-05 22:27:04,PAYTMG100279,payer294@okaxis,487.67,Success,Wallet
2026-06-05 23:57:44,PAYTMG100148,payer394@okaxis,404.67,Success,Wallet
2026-06-06 01:42:10,PAYTMG100005,payer141@okaxis,212.92,Success,UPI
2026-06-06 01:54:24,PAYTMG100154,payer257@okaxis,450.65,Success,UPI
2026-06-06 07:01:26,PAYTMG100093,payer978@okaxis,486.68,Success,UPI
2026-06-06 08:31:00,PAYTMG100274,payer494@okaxis,450.47,Success,Wallet
2026-06-06 08:54:47,PAYTMG100119,payer727@okaxis,394.13,Success,UPI
2026-06-06 09:29:34,PAYTMG100006,payer482@okaxis,244.44,Success,Debit Card
2026-06-06 13:15:22,PAYTMG100108,payer969@okaxis,292.05,Success,UPI
2026-06-06 13:57:30,PAYTMG100217,payer470@okaxis,228.62,Success,Credit Card
2026-06-06 15:42:13,PAYTMG100263,payer116@okaxis,288.56,Success,Debit Card
2026-06-06 16:18:10,PAYTMG100298,payer311@okaxis,356.07,Success,Wallet
2026-06-06 17:10:32,PAYTMG100073,payer152@okaxis,250.07,Success,UPI
2026-06-07 00:53:02,PAYTMG100077,payer496@okaxis,298.37,Success,UPI
2026-06-07 01:28:54,PAYTMG100295,payer568@okaxis,450.1,Success,UPI
2026-06-07 04:34:22,PAYTMG100173,payer232@okaxis,239.45,Success,UPI
2026-06-07 08:03:28,PAYTMG100135,payer403@okaxis,461.86,Success,Credit Card
2026-06-07 08:29:27,PAYTMG100104,payer933@okaxis,478.35,Success,Net Banking
2026-06-07 15:58:55,PAYTMG100003,payer903@okaxis,339.97,Success,UPI
2026-06-07 18:37:24,PAYTMG100226,payer205@okaxis,397.18,Success,Wallet
2026-06-07 19:57:57,PAYTMG100184,payer994@okaxis,386.1,Success,UPI
2026-06-08 01:11:39,PAYTMG100196,payer970@okaxis,417.17,Success,Debit Card
2026-06-08 02:30:56,PAYTMG100023,payer386@okaxis,283.38,Success,Debit Card
2026-06-08 05:09:24,PAYTMG100095,payer601@okaxis,278.97,Success,UPI
2026-06-08 08:50:28,PAYTMG100268,payer185@okaxis,370.83,Success,UPI
2026-06-08 11:56:25,PAYTMG100209,payer734@okaxis,344.46,Success,UPI
2026-06-08 12:04:21,PAYTMG100285,payer549@okaxis,272.63,Success,Wallet
2026-06-08 13:28:07,PAYTMG100122,payer680@okaxis,388.03,Success,UPI
2026-06-08 14:21:53,PAYTMG100090,payer359@okaxis,218.82,Success,UPI
2026-06-08 15:01:05,PAYTMG100230,payer433@okaxis,349.54,Success,Wallet
2026-06-08 19:22:29,PAYTMG100125,payer499@okaxis,358.41,Success,UPI
2026-06-09 04:26:30,PAYTMG100186,payer757@okaxis,395.48,Success,UPI
2026-06-09 04:58:28,PAYTMG100000,payer894@okaxis,392.27,Success,UPI
2026-06-09 10:36:33,PAYTMG100099,payer585@okaxis,430.13,Success,Debit Card
2026-06-09 14:36:38,PAYTMG100078,payer343@okaxis,222.32,Success,Wallet
2026-06-09 14:44:57,PAYTMG100262,payer401@okaxis,251.81,Success,UPI
2026-06-09 15:53:32,PAYTMG100146,payer474@okaxis,442.03,Success,UPI
2026-06-09 17:01:21,PAYTMG100016,payer345@okaxis,395.54,Success,UPI
2026-06-09 17:26:17,PAYTMG100223,payer353@okaxis,392.1,Success,UPI
2026-06-09 17:38:39,PAYTMG100214,payer265@okaxis,359.43,Success,UPI
2026-06-09 19:07:27,PAYTMG100210,payer816@okaxis,477.28,Success,UPI
2026-06-09 20:12:00,PAYTMG100075,payer932@okaxis,462.47,Success,UPI
2026-06-09 22:31:46,PAYTMG100080,payer872@okaxis,422.43,Success,UPI
2026-06-09 23:53:09,PAYTMG100248,payer890@okaxis,269.76,Success,Net Banking
2026-06-10 03:32:56,PAYTMG100064,payer979@okaxis,281.2,Success,UPI
2026-06-10 04:27:17,PAYTMG100097,payer509@okaxis,448.8,Success,UPI
2026-06-10 05:15:22,PAYTMG100082,payer470@okaxis,429.01,Success,Debit Card
2026-06-10 07:11:48,PAYTMG100037,payer480@okaxis,399.41,Success,UPI
2026-06-10 09:04:48,PAYTMG100253,payer805@okaxis,264.73,Success,UPI
2026-06-10 09:31:01,PAYTMG100022,payer232@okaxis,264.58,Success,UPI
2026-06-10 09:40:22,PAYTMG100281,payer612@okaxis,276.62,Success,Credit Card
2026-06-10 10:04:12,PAYTMG100048,payer442@okaxis,301.9,Success,UPI
2026-06-10 14:05:44,PAYTMG100100,payer840@okaxis,227.04,Success,UPI
2026-06-10 15:59:27,PAYTMG100118,payer206@okaxis,355.43,Success,UPI
2026-06-10 20:03:40,PAYTMG100151,payer503@okaxis,277.47,Success,Net Banking
2026-06-10 22:34:03,PAYTMG100182,payer788@okaxis,284.44,Success,UPI
2026-06-10 22:42:38,PAYTMG100020,payer361@okaxis,406.08,Success,Debit Card
2026-06-10 22:44:11,PAYTMG100019,payer385@okaxis,271.94,Success,UPI
2026-06-10 23:08:15,PAYTMG100156,payer276@okaxis,350.3,Success,UPI
2026-06-11 04:41:36,PAYTMG100215,payer777@okaxis,346.14,Success,UPI
2026-06-11 04:46:25,PAYTMG100266,payer620@okaxis,418.94,Success,UPI
2026-06-11 04:51:35,PAYTMG100061,payer486@okaxis,304.88,Success,UPI
2026-06-11 06:14:37,PAYTMG100211,payer925@okaxis,345.61,Success,UPI
2026-06-11 14:57:37,PAYTMG100227,payer569@okaxis,361.24,Success,Credit Card
2026-06-11 17:23:30,PAYTMG100177,payer145@okaxis,200.36,Success,UPI
2026-06-11 19:24:45,PAYTMG100190,payer392@okaxis,353.14,Success,Wallet
2026-06-12 05:36:21,PAYTMG100240,payer189@okaxis,230.59,Success,UPI
2026-06-12 08:22:30,PAYTMG100162,payer751@okaxis,494.12,Success,UPI
2026-06-12 09:14:29,PAYTMG100201,payer755@okaxis,210.69,Success,UPI
2026-06-12 09:56:09,PAYTMG100074,payer579@okaxis,225.33,Success,UPI
2026-06-12 12:15:22,PAYTMG100288,payer412@okaxis,494.9,Success,Credit Card
2026-06-12 12:54:54,PAYTMG100094,payer218@okaxis,247.88,Success,UPI
2026-06-12 13:53:44,PAYTMG100207,payer881@okaxis,234.59,Success,UPI
2026-06-12 16:27:48,PAYTMG100032,payer663@okaxis,409.47,Success,UPI
2026-06-12 16:39:32,PAYTMG100167,payer859@okaxis,200.77,Success,UPI
2026-06-12 20:08:43,PAYTMG100259,payer975@okaxis,206.46,Success,UPI
2026-06-13 01:19:35,PAYTMG100247,payer476@okaxis,248.43,Success,Wallet
2026-06-13 02:57:23,PAYTMG100193,payer638@okaxis,224.32,Success,UPI
2026-06-13 05:15:34,PAYTMG100244,payer404@okaxis,470.43,Success,UPI
2026-06-13 05:20:43,PAYTMG100213,payer590@okaxis,306.2,Failed,UPI
2026-06-13 09:37:13,PAYTMG100131,payer699@okaxis,329.64,Success,Wallet
2026-06-13 12:53:13,PAYTMG100221,payer540@okaxis,453.36,Success,UPI
2026-06-13 13:31:56,PAYTMG100191,payer666@okaxis,288.62,Failed,Wallet
2026-06-13 13:46:21,PAYTMG100098,payer902@okaxis,455.01,Success,UPI
2026-06-13 15:21:33,PAYTMG100021,payer268@okaxis,320.56,Success,UPI
2026-06-13 15:46:22,PAYTMG100174,payer670@okaxis,371.54,Success,Wallet
2026-06-13 20:30:42,PAYTMG100264,payer559@okaxis,264.43,Success,Net Banking
2026-06-14 05:18:19,PAYTMG100089,payer427@okaxis,209.74,Success,UPI
2026-06-14 05:58:16,PAYTMG100199,payer340@okaxis,322.64,Success,Wallet
2026-06-14 09:42:56,PAYTMG100068,payer426@okaxis,465.22,Success,UPI
2026-06-14 10:22:21,PAYTMG100238,payer977@okaxis,203.31,Success,UPI
2026-06-14 13:06:40,PAYTMG100237,payer702@okaxis,207.03,Success,UPI
2026-06-14 17:53:52,PAYTMG100127,payer288@okaxis,285.6,Success,UPI
2026-06-14 18:52:24,PAYTMG100009,payer158@okaxis,228.27,Success,UPI
2026-06-14 20:09:39,PAYTMG100144,payer976@okaxis,267.05,Success,UPI
2026-06-14 22:44:45,PAYTMG100114,payer118@okaxis,223.63,Success,UPI
2026-06-14 23:14:07,PAYTMG100158,payer879@okaxis,245.01,Success,UPI
2026-06-15 00:13:57,PAYTMG100055,payer853@okaxis,284.27,Success,UPI
2026-06-15 00:22:12,PAYTMG100084,payer504@okaxis,256.98,Success,UPI
2026-06-15 01:12:54,PAYTMG100234,payer108@okaxis,408.15,Success,Credit Card
2026-06-15 02:04:23,PAYTMG100132,payer396@okaxis,450.61,Success,UPI
2026-06-15 05:18:04,PAYTMG100159,payer911@okaxis,208.66,Success,UPI
2026-06-15 07:11:05,PAYTMG100208,payer731@okaxis,488.35,Success,UPI
2026-06-15 07:28:17,PAYTMG100002,payer782@okaxis,445.42,Success,UPI
2026-06-15 07:46:01,PAYTMG100256,payer666@okaxis,495.04,Success,Net Banking
2026-06-15 10:07:24,PAYTMG100273,payer217@okaxis,290.96,Success,UPI
2026-06-15 12:03:16,PAYTMG100245,payer652@okaxis,488.52,Success,Wallet
2026-06-15 15:27:18,PAYTMG100161,payer844@okaxis,317.18,Success,UPI
2026-06-16 00:42:01,PAYTMG100120,payer476@okaxis,233.63,Success,UPI
2026-06-16 00:56:53,PAYTMG100192,payer189@okaxis,412.68,Success,Wallet
2026-06-16 02:03:49,PAYTMG100015,payer472@okaxis,297.73,Success,Debit Card
2026-06-16 04:51:59,PAYTMG100141,payer264@okaxis,330.74,Success,UPI
2026-06-16 12:50:29,PAYTMG100233,payer665@okaxis,497.2,Success,Debit Card
2026-06-16 14:57:15,PAYTMG100065,payer240@okaxis,371.45,Success,UPI
2026-06-16 19:59:41,PAYTMG100153,payer671@okaxis,297.83,Success,UPI
2026-06-16 21:41:42,PAYTMG100110,payer302@okaxis,351.34,Success,UPI
2026-06-16 22:17:30,PAYTMG100049,payer755@okaxis,435.04,Success,Credit Card
2026-06-17 01:24:40,PAYTMG100010,payer823@okaxis,204.16,Success,UPI
2026-06-17 03:22:16,PAYTMG100149,payer603@okaxis,477.48,Success,Credit Card
2026-06-17 07:10:20,PAYTMG100255,payer831@okaxis,481.35,Success,UPI
2026-06-17 07:13:06,PAYTMG100150,payer651@okaxis,417.68,Success,UPI
2026-06-17 07:36:08,PAYTMG100163,payer242@okaxis,217.73,Success,Wallet
2026-06-17 08:54:50,PAYTMG100113,payer500@okaxis,297.08,Success,UPI
2026-06-17 13:49:33,PAYTMG100039,payer284@okaxis,346.6,Success,UPI
2026-06-17 19:40:15,PAYTMG100261,payer349@okaxis,280.39,Success,Net Banking
2026-06-17 19:49:51,PAYTMG100040,payer375@okaxis,205.45,Success,UPI
2026-06-17 23:42:57,PAYTMG100034,payer485@okaxis,471.45,Success,Wallet
2026-06-18 03:57:26,PAYTMG100030,payer408@okaxis,322.12,Success,Credit Card
2026-06-18 06:42:14,PAYTMG100246,payer444@okaxis,202.56,Success,UPI
2026-06-18 13:38:30,PAYTMG100181,payer742@okaxis,241.53,Success,Credit Card
2026-06-18 13:42:36,PAYTMG100204,payer803@okaxis,479.33,Success,UPI
2026-06-18 14:03:01,PAYTMG100183,payer120@okaxis,270.54,Success,UPI
2026-06-18 14:47:31,PAYTMG100036,payer702@okaxis,294.36,Success,UPI
2026-06-18 15:44:00,PAYTMG100219,payer979@okaxis,461.16,Success,UPI
2026-06-18 15:51:22,PAYTMG100187,payer861@okaxis,288.87,Success,UPI
2026-06-18 18:41:30,PAYTMG100124,payer360@okaxis,338.61,Success,UPI
2026-06-18 21:35:45,PAYTMG100053,payer879@okaxis,317.49,Success,UPI
2026-06-18 23:38:46,PAYTMG100027,payer514@okaxis,383.55,Success,UPI
2026-06-19 02:14:31,PAYTMG100123,payer574@okaxis,445.32,Success,UPI
2026-06-19 04:57:51,PAYTMG100111,payer290@okaxis,405.19,Failed,UPI
2026-06-19 08:44:57,PAYTMG100294,payer961@okaxis,241.8,Success,UPI
2026-06-19 08:58:57,PAYTMG100052,payer382@okaxis,227.54,Success,UPI
2026-06-19 11:06:33,PAYTMG100249,payer220@okaxis,298.29,Success,UPI
2026-06-19 13:45:19,PAYTMG100275,payer824@okaxis,276.02,Success,UPI
2026-06-19 17:34:28,PAYTMG100296,payer848@okaxis,356.71,Success,Credit Card
2026-06-19 23:08:39,PAYTMG100265,payer802@okaxis,496.41,Success,UPI
2026-06-20 01:02:16,PAYTMG100018,payer259@okaxis,285.2,Success,Net Banking
2026-06-20 07:04:46,PAYTMG100004,payer131@okaxis,398.84,Success,UPI
2026-06-20 08:35:43,PAYTMG100293,payer867@okaxis,208.56,Success,UPI
2026-06-20 10:52:16,PAYTMG100164,payer350@okaxis,331.49,Success,UPI
2026-06-20 12:49:49,PAYTMG100220,payer159@okaxis,228.49,Success,UPI
2026-06-20 13:18:51,PAYTMG100292,payer642@okaxis,216.21,Success,Wallet
2026-06-20 17:56:37,PAYTMG100138,payer550@okaxis,257.56,Success,UPI
2026-06-21 00:52:55,PAYTMG100242,payer484@okaxis,233.08,Success,UPI
2026-06-21 01:10:19,PAYTMG100165,payer748@okaxis,451.35,Success,UPI
2026-06-21 05:41:48,PAYTMG100045,payer288@okaxis,400.75,Success,UPI
2026-06-21 13:21:23,PAYTMG100194,payer845@okaxis,302.62,Success,Wallet
2026-06-21 18:40:27,PAYTMG100235,payer601@okaxis,200.58,Success,Wallet
2026-06-21 20:02:43,PAYTMG100060,payer117@okaxis,254.96,Success,UPI
2026-06-21 20:30:03,PAYTMG100129,payer991@okaxis,426.57,Success,UPI
2026-06-21 21:11:46,PAYTMG100175,payer480@okaxis,349.7,Success,UPI
2026-06-21 21:14:44,PAYTMG100145,payer568@okaxis,254.29,Success,UPI
2026-06-21 22:06:05,PAYTMG100270,payer111@okaxis,440.96,Success,UPI
2026-06-22 00:00:33,PAYTMG100283,payer663@okaxis,445.91,Success,Wallet
2026-06-22 02:20:18,PAYTMG100066,payer144@okaxis,307.58,Success,Wallet
2026-06-22 03:53:11,PAYTMG100038,payer771@okaxis,498.75,Success,Credit Card
2026-06-22 04:16:34,PAYTMG100057,payer666@okaxis,225.64,Success,Net Banking
2026-06-22 08:49:31,PAYTMG100117,payer768@okaxis,411.25,Success,UPI
2026-06-22 09:35:21,PAYTMG100136,payer614@okaxis,371.48,Success,Credit Card
2026-06-22 10:11:09,PAYTMG100028,payer121@okaxis,257.88,Success,Credit Card
2026-06-22 12:15:59,PAYTMG100157,payer388@okaxis,261.12,Success,UPI
2026-06-22 17:20:48,PAYTMG100299,payer864@okaxis,303.91,Success,UPI
2026-06-23 00:51:26,PAYTMG100291,payer820@okaxis,219.73,Success,Wallet
2026-06-23 03:00:56,PAYTMG100121,payer653@okaxis,333.51,Success,UPI
2026-06-23 04:09:09,PAYTMG100267,payer813@okaxis,292.19,Success,UPI
2026-06-23 05:20:46,PAYTMG100035,payer565@okaxis,396.29,Success,Net Banking
2026-06-23 09:39:04,PAYTMG100101,payer711@okaxis,417.86,Success,UPI
2026-06-23 15:09:47,PAYTMG100180,payer467@okaxis,351.89,Success,UPI
2026-06-23 16:18:07,PAYTMG100086,payer902@okaxis,348.59,Success,Net Banking
2026-06-23 18:01:56,PAYTMG100155,payer445@okaxis,328.72,Success,UPI
2026-06-23 23:18:05,PAYTMG100278,payer818@okaxis,414.8,Success,UPI
2026-06-24 01:58:51,PAYTMG100289,payer101@okaxis,474.23,Success,Wallet
2026-06-24 05:48:50,PAYTMG100115,payer855@okaxis,245.64,Success,Net Banking
2026-06-24 05:58:55,PAYTMG100072,payer710@okaxis,412.47,Success,UPI
2026-06-24 06:02:31,PAYTMG100251,payer221@okaxis,308.99,Success,Credit Card
2026-06-24 07:28:40,PAYTMG100143,payer791@okaxis,468.42,Success,Wallet
2026-06-24 09:39:20,PAYTMG100013,payer384@okaxis,442.33,Success,UPI
2026-06-24 09:39:44,PAYTMG100109,payer931@okaxis,267.54,Success,UPI
2026-06-24 10:14:31,PAYTMG100284,payer589@okaxis,483.26,Success,UPI
2026-06-24 12:18:32,PAYTMG100169,payer706@okaxis,216.44,Success,Wallet
2026-06-24 13:04:32,PAYTMG100029,payer538@okaxis,269.82,Success,UPI
2026-06-24 13:41:56,PAYTMG100290,payer210@okaxis,339.08,Success,UPI
2026-06-24 16:36:43,PAYTMG100116,payer917@okaxis,303.12,Success,UPI
2026-06-24 17:43:04,PAYTMG100189,payer551@okaxis,375.06,Success,UPI
2026-06-24 17:55:11,PAYTMG100200,payer714@okaxis,226.16,Success,UPI
2026-06-24 20:12:41,PAYTMG100195,payer514@okaxis,311.07,Success,UPI
2026-06-25 00:55:09,PAYTMG100225,payer969@okaxis,482.01,Success,Wallet
2026-06-25 03:41:34,PAYTMG100243,payer110@okaxis,283.24,Failed,Net Banking
2026-06-25 03:47:25,PAYTMG100091,payer117@okaxis,297.28,Success,Wallet
2026-06-25 04:25:01,PAYTMG100062,payer443@okaxis,279.26,Success,UPI
2026-06-25 04:35:21,PAYTMG100067,payer983@okaxis,467.42,Success,Wallet
2026-06-25 05:31:29,PAYTMG100277,payer657@okaxis,347.25,Success,UPI
